year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,sellingprice,saledate
2011,Lexus,IS 250,Base,Sedan,,jthcf5c27b5049884,pa,36.0,29110.0,black,black,adcock brothers inc,20200.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2012,Infiniti,G Convertible,G37,G Convertible,automatic,jn1cv6fe8cm201780,fl,34.0,32470.0,—,black,nissan infiniti lt,26400.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2010,Porsche,Cayenne,Base,SUV,automatic,wp1aa2ap0ala02189,fl,36.0,83962.0,black,tan,braman honda of palm beach,21400.0,Thu Feb 26 2015 01:40:00 GMT-0800 (PST)
2005,Chevrolet,Malibu,LT,Sedan,automatic,1g1zu54875f199876,tx,27.0,112135.0,green,tan,credit acceptance corp/vrs/southfield,3100.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2002,Chevrolet,Blazer,LS,SUV,automatic,1gnct18w02k178993,oh,23.0,125795.0,red,gray,remarketing by ge/firelands fcu,1400.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Explorer,XLT,SUV,automatic,1fmhk7d81bga22102,tn,41.0,62624.0,—,black,ford-lincoln dealer program,20200.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2003,BMW,3 Series,330i,sedan,automatic,wbaev53443km31871,fl,19.0,190229.0,gray,gray,autonation chevrolet doral,1500.0,Tue Jun 16 2015 10:30:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3apxdn425099,fl,49.0,14692.0,blue,black,nissan-infiniti lt,16200.0,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2012,Honda,Accord,LX-S,Coupe,automatic,1hgcs1b39ca022518,tn,37.0,63480.0,—,tan,chrysler capital,11200.0,Tue Feb 03 2015 02:30:00 GMT-0800 (PST)
2014,Ford,Fiesta,SE,Hatchback,,3fadp4ej6em146886,qc,43.0,8287.0,green,black,canadian road leasing co & ford credit canda ltd,12600.0,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT)
2013,Ford,Focus,SE,Hatchback,automatic,1fadp3k29dl141365,ga,5.0,2860.0,red,gray,ford motor credit company llc pd,13000.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2008,BMW,X3,3.0si,SUV,automatic,wbxpc93478wj22925,nj,29.0,78111.0,green,beige,terryville chevrolet llc,12100.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2007,Jeep,Compass,Sport,SUV,automatic,1j8ft47w47d171235,fl,,92673.0,white,tan,remarkable auto brokers inc,5600.0,Fri Dec 19 2014 09:25:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,sedan,automatic,5yfbu4ee7dp135612,nv,28.0,52965.0,red,beige,the hertz corporation,10200.0,Fri Jun 12 2015 05:00:00 GMT-0700 (PDT)
2007,Chevrolet,Silverado 2500HD,Work Truck,Extended Cab,automatic,1gchk29k97e574722,tx,19.0,111990.0,white,gray,ge fleet services for itself/servicer,8100.0,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
2014,Nissan,Versa,1.6 SV,sedan,automatic,3n1cn7apxek463026,nj,4.0,20381.0,blue,black,marple fleet leasing,9900.0,Wed Jun 17 2015 02:00:00 GMT-0700 (PDT)
2008,Kia,Optima,LX,Sedan,,knage123985229916,az,19.0,86068.0,red,beige,a l financial corporation,4800.0,Tue Feb 10 2015 03:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap8dn495149,or,37.0,34996.0,silver,black,avis corporation,13400.0,Tue Feb 03 2015 04:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dn476525,ma,34.0,52763.0,silver,black,the hertz corporation,12000.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2012,Dodge,Challenger,SRT8 392,Coupe,automatic,2c3cdycjxch227835,fl,5.0,7668.0,yellow,black,autosport usa,36200.0,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
2013,Hyundai,Elantra Coupe,SE,Elantra Coupe,automatic,kmhdh6ae0du019228,oh,41.0,15997.0,black,gray,hyundai motor finance,14200.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2005,Honda,Element,LX,SUV,manual,5j6yh27355l013320,md,31.0,165049.0,silver,gray,santander consumer,1800.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2013,Volkswagen,CC,R-Line PZEV,Sedan,automatic,wvwbp7an5de504480,ca,37.0,40150.0,gray,black,volkswagen credit inc/sc,14750.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2008,Chevrolet,Impala,LS,Sedan,automatic,2g1wb55k689100531,md,19.0,999999.0,gray,—,automotive credit corp,1100.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2015,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2bt0fea63708,fl,46.0,7450.0,black,black,royal rent a car,48500.0,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2013,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpcse03dg276328,tx,48.0,8134.0,red,black,hopper motorplex inc,30000.0,Wed May 27 2015 03:15:00 GMT-0700 (PDT)
2005,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y75u176900,nc,39.0,34338.0,green,beige,atlantic coast remarketing inc/tasi,5900.0,Mon Jan 19 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Silverado 1500,LT,Double Cab,automatic,1gcvkrecxez127249,mi,49.0,29393.0,white,gray,automobiles paille inc,28000.0,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2013,Chevrolet,Captiva Sport,LS Fleet,SUV,automatic,3gnal2ek0ds579336,mn,36.0,56940.0,white,black,the hertz corporation,11800.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2008,Dodge,Sprinter Cargo,2500 170 WB,van,automatic,wd0pe845x85234592,md,26.0,103178.0,red,black,russ darrow leasing company inc,16000.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,5tdkk3dc1ds368456,fl,27.0,41394.0,silver,gray,enterprise veh exchange/rental,18500.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37x,G Sedan,,jn1cv6ar7cm677304,pa,41.0,44364.0,gray,beige,nissan infiniti lt,18200.0,Thu May 28 2015 02:00:00 GMT-0700 (PDT)
2013,Lexus,IS 250,Base,sedan,automatic,jthcf5c25d5063236,fl,4.0,12698.0,white,black,lexus financial services,25200.0,Mon Jun 15 2015 11:00:00 GMT-0700 (PDT)
2013,Toyota,Avalon,XLE,Sedan,,4t1bk1eb4du034598,fl,37.0,59592.0,burgundy,gray,the hertz corporation,17300.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2013,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcg4dr719230,fl,32.0,54499.0,gray,black,dtg operations inc,11500.0,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT)
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h70er305082,mi,5.0,3598.0,black,black,jpmorgan chase bank n.a.,17200.0,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
2011,Honda,Pilot,EX,SUV,,5fnyf4h49bb001250,pa,19.0,40780.0,black,gray,ahfc/honda lease trust/hvt  inc.,15200.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2013,Lincoln,MKX,Base,SUV,automatic,2lmdj6jk9dbl11321,fl,46.0,28977.0,—,brown,ford motor credit company llc pd,24700.0,Thu Jan 29 2015 01:00:00 GMT-0800 (PST)
2009,Honda,Pilot,EX-L,SUV,automatic,5fnyf485x9b030940,wa,34.0,51641.0,burgundy,black,toyota of olympia,17000.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2008,Mercury,Grand Marquis,LS,Sedan,automatic,2mefm75v48x647668,nc,44.0,81320.0,gold,beige,lenders assistance corporation,6100.0,Tue Jan 20 2015 01:15:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5e32d1195278,pa,37.0,40416.0,black,black,enterprise veh exchange/rental,12500.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf32k22u515239,tx,26.0,174179.0,blue,gray,the hertz corporation,2400.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2014,GMC,Savana Cargo,2500,Van,automatic,1gtw7fca9e1904928,tn,41.0,12290.0,white,gray,u-haul,20000.0,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2009,Mitsubishi,Galant,ES,Sedan,automatic,4a3ab36f29e031789,ga,28.0,77574.0,white,gray,carworks inc,7600.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
2014,MINI,Cooper Countryman,S ALL4,wagon,,wmwzc5c53ewp34846,pa,44.0,35947.0,black,black,adcock brothers inc,24200.0,Thu May 28 2015 02:00:00 GMT-0700 (PDT)
2012,Ram,1500,Laramie Longhorn Edition,Crew Cab,automatic,1c6rd7pt4cs133963,mi,38.0,73691.0,white,brown,stratford hyundai,26200.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k99dr302898,il,46.0,19111.0,gray,gray,ford motor credit company llc,18900.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
2013,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba0dc103990,fl,47.0,8511.0,silver,gray,lexus financial services,33600.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2006,Nissan,Frontier,SE,Crew Cab,automatic,1n6ad07u66c443789,tn,23.0,109507.0,white,gray,wholesale inc # 2,11100.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2008,BMW,3 Series,335i,Convertible,,wbawl73508px58759,pa,22.0,37512.0,blue,brown,m and t bank,14200.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
2007,Ford,Five Hundred,SEL,Sedan,automatic,1fahp24197g142545,tn,26.0,124175.0,black,gray,dt credit corporation,3900.0,Tue Mar 03 2015 02:30:00 GMT-0800 (PST)
2007,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38717b144735,ca,19.0,164665.0,gray,gray,pro cars,6500.0,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
1999,Acura,TL,3.2,sedan,automatic,19uua564xxa013477,fl,19.0,197402.0,gray,—,courtesy hyundai,600.0,Thu Jun 18 2015 09:20:00 GMT-0700 (PDT)
2008,Buick,Lucerne,CXL,Sedan,automatic,1g4hd57218u203295,nc,43.0,68672.0,gold,tan,paramount hyundai of hickory,10200.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb8e7405584,il,4.0,16997.0,red,black,gm remarketing,15200.0,Thu Jun 11 2015 04:00:00 GMT-0700 (PDT)
2000,Ford,Explorer,XLT,SUV,automatic,1fmzu73x2yza60734,wi,1.0,135918.0,gold,tan,axcess financial,450.0,Wed May 27 2015 04:30:00 GMT-0700 (PDT)
2009,Toyota,Corolla,S,Sedan,automatic,1nxbu40e39z086809,fl,,83144.0,gray,black,napleton's hyundai,7200.0,Thu Dec 18 2014 10:15:00 GMT-0800 (PST)
2010,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew2ag156742,md,39.0,104521.0,silver,gray,santander consumer,8400.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2012,Toyota,Camry,LE,sedan,automatic,4t4bf1fk3cr242172,oh,36.0,11979.0,blue,gray,toyota financial services,12900.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f21dl180283,tn,5.0,8615.0,—,black,ford motor credit company llc,13900.0,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Sport,Minivan,automatic,jm1cw2bl6d0147962,mn,33.0,51367.0,black,black,hertz car exchange inc/oklahoma city,10200.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2004,Ford,Freestar,SEL,Minivan,automatic,2fmda52244ba54430,va,2.0,160456.0,gray,beige,credit acceptance corp/vrs/southfield,1200.0,Thu Feb 26 2015 00:50:00 GMT-0800 (PST)
2000,BMW,3 Series,323Ci,convertible,manual,wbabr3341yeg02676,fl,31.0,69082.0,gray,black,the collection,6300.0,Thu Jun 04 2015 02:15:00 GMT-0700 (PDT)
2009,Toyota,Camry,LE,sedan,automatic,4t1be46k49u873665,ca,26.0,81415.0,gray,gray,north bakersfield toyota scion,7800.0,Tue Jun 09 2015 05:00:00 GMT-0700 (PDT)
2013,Chevrolet,Suburban,LTZ 1500,SUV,automatic,1gnskke7xdr156625,tx,45.0,62312.0,white,black,music city autoplex llc,32500.0,Wed May 27 2015 03:20:00 GMT-0700 (PDT)
2006,Dodge,Magnum,SE,Wagon,,2d4fv47t76h157051,md,24.0,143192.0,turquoise,black,darcars of fairfax,2500.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LTZ,suv,automatic,1gnskkkc6fr209275,wa,49.0,25987.0,black,black,avis corporation,54000.0,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2014,Ram,1500,Longhorn,Crew Cab,automatic,1c6rr7pt2es202069,tn,49.0,14247.0,black,brown,landers mclarty dodge chrysler jeep,36300.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2010,Toyota,Corolla,LE,Sedan,,1nxbu4ee0az316464,ca,23.0,241660.0,white,beige,ge fleet services for itself/servicer,4700.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2010,Nissan,Cube,1.8 S,Wagon,,jn8az2kr2at158233,ga,18.0,134614.0,gray,black,td auto finance,3700.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
2013,Toyota,Camry,SE,sedan,automatic,4t1bf1fk2du280925,fl,41.0,21981.0,white,black,world omni financial corporation,15000.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fkxeu415229,co,45.0,13683.0,black,black,toyota motor sales usa inc/program,16800.0,Wed Dec 31 2014 11:45:00 GMT-0800 (PST)
2011,Mazda,Mazda3,s Sport,Hatchback,automatic,jm1bl1k54b1463710,mi,39.0,32251.0,gray,black,jpmorgan chase bank n.a.,12100.0,Thu Jan 08 2015 00:00:00 GMT-0800 (PST)
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp9ck274425,nj,39.0,42945.0,black,black,santander consumer,8700.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2013,Chevrolet,Equinox,LTZ,SUV,automatic,2gnflgek6d6270097,fl,39.0,58122.0,white,black,the hertz corporation,16300.0,Tue May 26 2015 02:15:00 GMT-0700 (PDT)
2013,Hyundai,Elantra,GLS,sedan,automatic,5npdh4ae8dh332305,tx,43.0,34167.0,red,tan,avis corporation,10700.0,Wed May 27 2015 03:15:00 GMT-0700 (PDT)
2007,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,3gcek13367g528711,mo,33.0,105231.0,white,gray,jim butler chevrolet inc,17400.0,Tue Jan 06 2015 03:00:00 GMT-0800 (PST)
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f32ca092363,pa,37.0,41555.0,gray,black,ahfc/honda lease trust/hvt  inc. eot,21400.0,Fri Apr 03 2015 02:00:00 GMT-0700 (PDT)
2009,Infiniti,G37,Journey,Sedan,automatic,jnkcv61e49m310815,nv,39.0,68262.0,silver,black,david wilsons toyota of las vegas,16000.0,Fri Feb 13 2015 03:45:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,suv,automatic,jn8as5mv3dw616901,wa,35.0,35998.0,gray,black,remarketing by ge/manheim seattle,14700.0,Wed Jun 17 2015 05:00:00 GMT-0700 (PDT)
2009,Honda,Accord,EX-L V-6,sedan,automatic,1hgcp36809a025772,tn,31.0,184085.0,white,tan,ron wilson ford tradewinds inc,6500.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2008,Toyota,Highlander,Limited,SUV,automatic,jtees42a682015725,pa,32.0,57187.0,red,beige,don joseph inc,18000.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2003,GMC,Envoy,SLE,SUV,automatic,1gkds13s232328564,sc,25.0,222503.0,black,gray,hendrick hyundai,2300.0,Tue Feb 24 2015 02:00:00 GMT-0800 (PST)
2013,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,automatic,1gc1kye8xdf105644,la,29.0,34429.0,black,beige,jpmorgan chase bank n.a.,42500.0,Wed Jan 28 2015 03:00:00 GMT-0800 (PST)
2012,GMC,Sierra 2500HD,Denali,Crew Cab,automatic,1gt125e81cf214264,tx,49.0,18560.0,white,tan,hopper motorplex inc,46000.0,Wed Jan 21 2015 02:15:00 GMT-0800 (PST)
2014,Ford,F-150,XL,Regular Cab,automatic,1ftnf1cf2ekd18546,tx,49.0,3416.0,white,gray,u-haul international,18400.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2008,Cadillac,STS,V6,Sedan,automatic,1g6dw67v480199475,nc,31.0,1.0,silver,black,hendrick toyota scion concord,6200.0,Wed Jan 07 2015 14:30:00 GMT-0800 (PST)
2014,GMC,Savana Cargo,2500,Van,,1gtw7fca2e1904768,ca,44.0,9527.0,white,gray,u-haul,21100.0,Thu Mar 05 2015 04:00:00 GMT-0800 (PST)
2007,Chrysler,300,Touring,Sedan,automatic,2c3ka53g57h715720,md,22.0,139457.0,silver,tan,darcars chrysler jeep of rockville,2300.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2005,BMW,Z4,2.5i,Convertible,automatic,4usbt33505ls54641,fl,24.0,77766.0,black,black,massey cadillac,7500.0,Wed Feb 04 2015 01:35:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h77dr179561,va,34.0,79658.0,silver,black,wheels exchange llc,11200.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2012,Volkswagen,Tiguan,S,SUV,automatic,wvgav7ax6cw526110,wa,46.0,35386.0,black,black,vw credit prequalified,14000.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2013,Lexus,ES 350,Base,Sedan,automatic,jthbk1ggxd2034256,tx,34.0,12173.0,black,—,tdaf remarketing,27000.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2012,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb7cn106598,hi,37.0,28728.0,red,black,central pacific bank,9750.0,Wed Jan 21 2015 06:35:00 GMT-0800 (PST)
2014,Toyota,Yaris,LE,Hatchback,automatic,jtdktud33ed574412,tx,37.0,35047.0,silver,gray,enterprise veh exchange/rental,10500.0,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
2007,Volkswagen,Jetta,GLI,Sedan,automatic,3vwwj71k27m181056,ca,28.0,135676.0,yellow,black,california auto exchange,7100.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2004,Cadillac,CTS,Base,sedan,automatic,1g6dm577940125514,mo,27.0,128239.0,black,gray,ed napleton honda,3900.0,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e30d1246104,nj,31.0,57894.0,gray,gray,the hertz corporation,8701.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2004,Toyota,Corolla,CE,Sedan,automatic,1nxbr32e94z306343,wi,,93318.0,black,gray,reo motors,5550.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2009,,,,,automatic,1b3lc56v39n553764,mi,19.0,96217.0,blue,black,remarketing by ge/michigan schools & govt cu,3900.0,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy5f0468082,mi,39.0,23865.0,blue,black,enterprise veh exchange/rental,19500.0,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2003,Volkswagen,Jetta,GLS 1.8T,Sedan,manual,3vwse69m03m091563,tx,19.0,153049.0,white,beige,regional acceptance corporation / greensboro,1400.0,Tue Jan 20 2015 02:30:00 GMT-0800 (PST)
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f22dl164982,pa,27.0,61137.0,silver,black,ars/merchants automotive group,8000.0,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2004,Ford,F-150,XLT,SuperCrew,automatic,1ftpw14534kd35630,nc,29.0,104788.0,gold,tan,bob mayberry hyundai inc,13100.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab9fn607309,tx,43.0,2005.0,white,black,tdaf remarketing,15000.0,Wed Feb 04 2015 02:15:00 GMT-0800 (PST)
2001,Honda,Civic,LX,Coupe,manual,1hgem21501l002932,ca,19.0,154382.0,silver,gray,aaero sweet company,1350.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2014,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du2e0364890,nj,19.0,10130.0,white,gray,enterprise veh exchange/rental,14500.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2015,Toyota,Corolla,S,Sedan,automatic,2t1burhe3fc306724,fl,45.0,2591.0,white,black,hyundai of new port richey,15100.0,Thu May 28 2015 02:50:00 GMT-0700 (PDT)
2012,Jeep,Grand Cherokee,Overland,SUV,automatic,1c4rjfcg4cc154522,oh,49.0,33441.0,black,brown,findlay chry dodge jeep ram,29800.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg3dr780147,mi,41.0,31221.0,—,tan,chrysler capital,20400.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f2xdl180332,nj,49.0,1407.0,black,black,ford motor credit company llc,12800.0,Wed Feb 11 2015 01:00:00 GMT-0800 (PST)
2005,Nissan,Altima,2.5 S,sedan,automatic,1n4al11d55c104840,md,2.0,176457.0,green,gray,college park motor cars inc,2050.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2006,Chevrolet,Cobalt,LS,sedan,automatic,1g1ak55f567818356,tx,2.0,168426.0,white,gray,dt credit corporation,1300.0,Tue Jun 16 2015 04:00:00 GMT-0700 (PDT)
2008,Dodge,Ram Pickup 1500,ST,Quad Cab,automatic,1d7ha18n88j185688,tn,37.0,72494.0,silver,gray,sullivan auto group llc,12900.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2013,Chevrolet,Traverse,LS,SUV,automatic,1gnkrfed2dj202617,fl,39.0,49332.0,—,gray,lease plan usa,16600.0,Fri Feb 20 2015 10:15:00 GMT-0800 (PST)
2007,Audi,A4,2.0T,Sedan,automatic,wauaf78e67a173387,fl,25.0,86086.0,silver,black,innovate loan servicing corp,4600.0,Thu Jan 29 2015 07:01:00 GMT-0800 (PST)
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb0ba479737,nv,37.0,53236.0,—,gray,mercedes-benz financial services,17000.0,Thu Feb 19 2015 14:00:00 GMT-0800 (PST)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0d76ckb28689,oh,35.0,65286.0,white,gray,ford motor credit company llc,8000.0,Tue May 19 2015 02:00:00 GMT-0700 (PDT)
2011,Kia,Sportage,SX,SUV,automatic,kndpcca67b7144911,fl,29.0,53810.0,orange,gray,gulfside motors llc,16500.0,Thu Jan 22 2015 01:50:00 GMT-0800 (PST)
2004,Pontiac,Grand Prix,GT2,Sedan,automatic,2g2ws522641309423,ga,19.0,150781.0,silver,black,perimeter auto sales,700.0,Tue Feb 03 2015 04:50:00 GMT-0800 (PST)
2005,Dodge,Durango,Limited,suv,automatic,1d4hb58d95f584035,ma,28.0,115325.0,gray,gray,first ford  inc.,4900.0,Tue Jun 16 2015 03:00:00 GMT-0700 (PDT)
2011,Hyundai,Accent,GS,Hatchback,automatic,kmhcm3ac7bu201767,nj,31.0,62435.0,blue,gray,lester glenn buick,5100.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Altima,2.5,Sedan,,1n4al2ap0bn455106,nc,27.0,72590.0,silver,gray,fiserv/global lending services,7300.0,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
2007,BMW,6 Series,650i,Convertible,automatic,wbaek13577cn83928,ca,41.0,90068.0,white,black,mercedes benz of bakersfield,18700.0,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
2006,Chevrolet,Cobalt,SS,Coupe,manual,1g1am15b567709265,wa,31.0,67404.0,red,black,quality auto center,7400.0,Wed Feb 25 2015 05:40:00 GMT-0800 (PST)
2000,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e7yz407536,wa,1.0,142636.0,silver,gray,volunteers of america western washington,1900.0,Wed Jan 21 2015 05:30:00 GMT-0800 (PST)
2005,Acura,MDX,Touring,SUV,automatic,2hnyd18865h537802,ca,39.0,117313.0,gray,black,repo remarketing/schools first fcu,8200.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ab7dh602715,tx,35.0,21932.0,white,tan,hyundai motor finance,17400.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2002,Saab,9-5,Aero,Sedan,automatic,ys3eh49g623054239,ma,19.0,203267.0,black,black,boch new to you superstore,350.0,Thu May 21 2015 11:30:00 GMT-0700 (PDT)
2004,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdza23c84s192972,fl,26.0,163770.0,gray,gray,mercedes benz of sarasota,3400.0,Tue Feb 03 2015 08:00:00 GMT-0800 (PST)
2008,Ford,Explorer,XLT,SUV,automatic,1fmeu63e58ua97426,ga,31.0,108902.0,white,beige,tdaf remarketing,6600.0,Tue Jan 27 2015 05:10:00 GMT-0800 (PST)
2012,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tddk3dc1cs032569,oh,42.0,40145.0,black,gray,toyota financial services,24800.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2014,Ram,1500,SLT,Quad Cab,automatic,1c6rr6gt7es287260,sc,36.0,29243.0,silver,gray,enterprise veh exchange/rental,21400.0,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
2011,GMC,Yukon,Denali,SUV,,1gks2eef4br122117,ca,38.0,97037.0,white,gold,wells fargo dealer services,26500.0,Thu Mar 05 2015 04:00:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0hr4dr199994,mo,42.0,13318.0,silver,black,ford motor credit company llc,16300.0,Tue Feb 17 2015 03:00:00 GMT-0800 (PST)
2000,ford,excurs,4x2 v10 xlt,,automatic,1fmnu40s1yec80590,az,,164026.0,white,gray,dealer network group auto wholesale,2600.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25x,G Sedan,automatic,jn1dv6ar3cm860672,mo,38.0,30638.0,black,black,nissan infiniti lt,18500.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
1996,Toyota,Corolla,Base,Sedan,manual,1nxba02e0tz491502,wa,2.0,134171.0,green,gray,charitable adult rides services/car donating is,1300.0,Wed Jan 21 2015 05:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap4cc840253,fl,3.0,27795.0,white,black,nissan-infiniti lt,19000.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
